gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,taxonRank,scientificName,verbatimScientificName,countryCode,stateProvince,occurrenceStatus,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,lastInterpreted,mediaType,issue,event_year,event_month,event_day,event_day_of_week,event_season,kingdom_grouped
2597861704,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/5654617,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle ranunculoides,SPECIES,Hydrocotyle ranunculoides L.fil.,Hydrocotyle ranunculoides,US,Delaware,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.787128,-75.615494,,2017-04-11 16:01:00,11,4,2017,7978544,7978544.0,HUMAN_OBSERVATION,iNaturalist,Observations,5654617,Kevin Faccenda,2020-04-04T04:48:10,CC_BY_NC_4_0,octobertraveler,octobertraveler,2023-09-21T13:32:11.576Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,4,11,Tuesday,Spring,Plantae
1500293428,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/5894413,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis incarnata,SPECIES,Oxalis incarnata L.,Oxalis incarnata,US,California,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,37.718638,-122.49959,16.0,2017-04-21 11:22:59,21,4,2017,2891720,2891720.0,HUMAN_OBSERVATION,iNaturalist,Observations,5894413,Michael Chassé,2017-04-22T21:47:40,CC_BY_NC_4_0,rhole,rhole,2023-09-21T13:32:17.534Z,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,4,21,Friday,Spring,Plantae
1562905869,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/6126216,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica undecimpunctata,SPECIES,"Diabrotica undecimpunctata Mannerheim, 1843",Diabrotica undecimpunctata,US,Texas,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.311035,-97.010089,977.0,2017-05-07 09:49:00,7,5,2017,1048501,1048501.0,HUMAN_OBSERVATION,iNaturalist,Observations,6126216,Carolyn Gritzmaker,2017-05-07T15:56:10,CC_BY_NC_4_0,Carolyn Gritzmaker,Carolyn Gritzmaker,2023-09-21T13:32:24.181Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,5,7,Sunday,Spring,Animalia
1562970792,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/6318727,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Blatta,Blatta orientalis,SPECIES,"Blatta orientalis Linnaeus, 1758",Blatta orientalis,US,California,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.2355,-117.2807,,2017-05-22 08:30:00,22,5,2017,5151589,5151589.0,HUMAN_OBSERVATION,iNaturalist,Observations,6318727,Jordan Landerman,2017-05-23T13:48:05,CC_BY_NC_4_0,sacfoothilloak,sacfoothilloak,2023-09-21T13:32:30.198Z,StillImage;StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,5,22,Monday,Spring,Animalia
1571103053,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/6533737,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Glechoma,Glechoma hederacea,SPECIES,Glechoma hederacea L.,Glechoma hederacea,US,New York,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.457633,-76.317946,5.0,2017-06-07 07:21:01,7,6,2017,2926557,2926557.0,HUMAN_OBSERVATION,iNaturalist,Observations,6533737,tminatbe,2017-06-07T21:43:32,CC0_1_0,Cullen Hanks,Cullen Hanks,2023-09-21T13:32:35.799Z,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,6,7,Wednesday,Summer,Plantae
1571165409,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/6741006,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera speciosa,SPECIES,Oenothera speciosa Nutt.,Oenothera speciosa,US,Texas,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,29.897245,-95.910837,,2017-06-20 08:38:09,20,6,2017,3188859,3188859.0,HUMAN_OBSERVATION,iNaturalist,Observations,6741006,Julie Pearce,2017-06-21T11:44:34,CC_BY_NC_4_0,Julie Pearce,Julie Pearce,2023-09-21T13:32:41.899Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,6,20,Tuesday,Summer,Plantae
3985655308,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/6933517,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hylodesmum,Hylodesmum nudiflorum,SPECIES,Hylodesmum nudiflorum (L.) H.Ohashi & R.R.Mill,Hylodesmum nudiflorum,US,Tennessee,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.299083,-85.187967,,2017-07-02 15:07:00,2,7,2017,3913199,3913199.0,HUMAN_OBSERVATION,iNaturalist,Observations,6933517,rachelherrmann,2017-07-05T19:55:06,CC_BY_NC_4_0,rachelherrmann,rachelherrmann,2023-09-21T13:32:47.598Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,7,2,Sunday,Summer,Plantae
1584406669,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/7124983,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea dimidiata,SPECIES,"Idaea dimidiata (Hufnagel, 1767)",Idaea dimidiata,US,New York,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.478839,-76.450725,103.0,2017-07-19 13:09:00,19,7,2017,5146677,5146677.0,HUMAN_OBSERVATION,iNaturalist,Observations,7124983,Brad Walker,2017-07-20T01:38:17,CC_BY_NC_4_0,Brad Walker,Brad Walker,2023-09-21T13:32:54.421Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,7,19,Wednesday,Summer,Animalia
1586123490,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/7318465,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,Ostrinia nubilalis,SPECIES,"Ostrinia nubilalis Hübner, 1796",Ostrinia nubilalis,CA,Ontario,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.141577,-76.388336,2.0,2017-07-19 08:43:00,19,7,2017,8223165,8223165.0,HUMAN_OBSERVATION,iNaturalist,Observations,7318465,Mark D. Read,2017-08-02T13:15:19,CC_BY_NC_4_0,Mark D. Read,Mark D. Read,2023-09-21T13:33:00.339Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,7,19,Wednesday,Summer,Animalia
1586955000,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/7539749,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,SPECIES,"Pandion haliaetus (Linnaeus, 1758)",Pandion haliaetus,US,Idaho,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.260937,-114.809875,5000.0,2017-08-11 06:34:00,11,8,2017,2480726,2480726.0,HUMAN_OBSERVATION,iNaturalist,Observations,7539749,G. Handa,2017-08-18T04:42:12,CC_BY_NC_4_0,G. Handa,G. Handa,2023-09-21T13:33:06.677Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,8,11,Friday,Summer,Animalia
1640087695,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/7761274,Animalia,Chordata,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes versicolor,SPECIES,"Hyla versicolor LeConte, 1825",Hyla versicolor,US,Vermont,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.390234,-72.759541,183.0,2017-09-01 18:03:00,1,9,2017,2427583,10806364.0,HUMAN_OBSERVATION,iNaturalist,Observations,7761274,Brian Aust,2017-09-03T12:16:50,CC_BY_NC_4_0,Brian Aust,Brian Aust,2023-09-21T13:33:11.775Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,9,1,Friday,Fall,Animalia
1668829915,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/7987896,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,Zelus luridus,SPECIES,"Zelus luridus Stål, 1862",Zelus luridus,US,Ohio,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,40.968456,-81.118106,,2017-09-17 16:41:00,17,9,2017,2008837,2008837.0,HUMAN_OBSERVATION,iNaturalist,Observations,7987896,Rob Curtis,2017-09-19T01:09:34,CC_BY_4_0,Rob Curtis,Rob Curtis,2023-09-21T13:33:17.933Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,9,17,Sunday,Fall,Animalia
1671720340,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/8245014,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer grandidentatum,SPECIES,Acer grandidentatum Nutt. ex Torr. & A.Gray,Acer grandidentatum,US,Arizona,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.294073,-110.830322,119.0,2017-10-02 17:08:57,2,10,2017,7546232,7546232.0,HUMAN_OBSERVATION,iNaturalist,Observations,8245014,CK Kelly,2017-10-04T01:41:49,CC_BY_4_0,CK Kelly,CK Kelly,2023-09-21T13:33:23.563Z,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,10,2,Monday,Fall,Plantae
2243025184,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/8491903,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Hepatica,Hepatica americana,SPECIES,Hepatica americana (DC.) Ker Gawl.,Hepatica americana,US,Maryland,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.245747,-76.746364,10.0,2017-10-21 13:27:59,21,10,2017,6374864,6374864.0,HUMAN_OBSERVATION,iNaturalist,Observations,8491903,National Aquarium,2018-09-01T08:33:23,CC_BY_NC_4_0,National Aquarium,National Aquarium,2023-09-21T13:33:30.094Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,10,21,Saturday,Fall,Plantae
1702480301,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/8720386,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,Erodium cicutarium,SPECIES,Erodium cicutarium (L.) L'Hér.,Erodium cicutarium,US,Texas,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,31.059928,-97.464713,1736.0,2017-11-07 07:21:35,7,11,2017,9485490,9485490.0,HUMAN_OBSERVATION,iNaturalist,Observations,8720386,A. Flinn (and M. Finn),2017-11-07T14:30:31,CC_BY_NC_4_0,A. Flinn (and M. Finn),A. Flinn (and M. Finn),2023-09-21T13:33:36.400Z,StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,11,7,Tuesday,Fall,Plantae
2366160894,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/8926478,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Talainga,Talainga chinensis,SPECIES,"Talainga chinensis Distant, 1900",Talainga chinensis,CN,Fujian,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,24.906557,117.215254,8.0,2017-04-29 15:52:00,29,4,2017,7384228,7384228.0,HUMAN_OBSERVATION,iNaturalist,Observations,8926478,Yang Yi,2017-12-06T14:26:54,CC_BY_NC_4_0,huaqu,huaqu,2023-09-21T13:33:43.530Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,4,29,Saturday,Spring,Animalia
1802689647,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/9148440,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,SPECIES,Daucus carota L.,Daucus carota,US,Oregon,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.54165,-122.667047,5.0,2017-12-13 15:27:04,13,12,2017,3034742,3034742.0,HUMAN_OBSERVATION,iNaturalist,Observations,9148440,Jeffrey Lee (he/him/his),2017-12-13T23:51:34,CC_BY_4_0,Jeffrey Lee (he/him/his),Jeffrey Lee (he/him/his),2023-09-21T13:33:50Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,12,13,Wednesday,Winter,Plantae
1802763335,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/9342741,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus brachyrhynchos,SPECIES,"Corvus brachyrhynchos C.L.Brehm, 1822",Corvus brachyrhynchos,US,California,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.980313,-122.025554,15.0,2017-11-12 11:51:00,12,11,2017,2482507,2482507.0,HUMAN_OBSERVATION,iNaturalist,Observations,9342741,James Maughn,2018-01-02T06:52:47,CC_BY_NC_4_0,James Maughn,James Maughn,2023-09-21T13:33:56.660Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,11,12,Sunday,Fall,Animalia
1805413203,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/9512229,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,Glaucidium brasilianum,SPECIES,"Glaucidium brasilianum (J.F.Gmelin, 1788)",Glaucidium brasilianum,BR,Mato Grosso,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-16.620696,-56.735313,,2017-07-18 09:21:00,18,7,2017,5232118,5232118.0,HUMAN_OBSERVATION,iNaturalist,Observations,9512229,leithallb,2018-01-17T23:00:21,CC_BY_NC_4_0,leithallb,leithallb,2023-09-21T13:34:03.148Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,7,18,Tuesday,Summer,Animalia
1807298807,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/9703191,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ocyphaps,Ocyphaps lophotes,SPECIES,"Ocyphaps lophotes (Temminck, 1822)",Ocyphaps lophotes,AU,Queensland,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-26.254087,152.998824,,2011-10-13 05:28:00,13,10,2011,2495190,2495190.0,HUMAN_OBSERVATION,iNaturalist,Observations,9703191,Jeremy Barker,2018-02-02T15:07:05,CC0_1_0,Jeremy Barker,Jeremy Barker,2023-09-21T13:34:08.405Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2011,10,13,Thursday,Fall,Animalia
1993783202,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/9914502,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis,Camissoniopsis pallida,SPECIES,Camissoniopsis pallida (Abrams) W.L.Wagner & Hoch,Camissoniopsis pallida,US,California,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.670461,-116.408997,,2017-03-02 08:39:00,2,3,2017,7161654,7161654.0,HUMAN_OBSERVATION,iNaturalist,Observations,9914502,Colin Barrows,2018-02-19T01:50:34,CC_BY_NC_4_0,jprado,jprado,2023-09-21T13:34:13.940Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2017,3,2,Thursday,Spring,Plantae
4067143307,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/10111375,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita velosa,SPECIES,Amanita velosa (Peck) Lloyd,Amanita velosa,US,California,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,37.669627,-122.066659,28359.0,2018-03-05 13:51:23,5,3,2018,5452448,5452448.0,HUMAN_OBSERVATION,iNaturalist,Observations,10111375,Adam Bryant,2018-03-06T10:09:15,CC_BY_NC_4_0,Adam Bryant,Adam Bryant,2023-09-21T13:34:19.085Z,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2018,3,5,Monday,Spring,Fungi
2242733804,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/10336592,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia arvensis,SPECIES,Lysimachia arvensis (L.) U.Manns & Anderb.,Lysimachia arvensis,US,California,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,38.02314,-122.854271,,2018-03-17 11:21:49,17,3,2018,8184903,8184903.0,HUMAN_OBSERVATION,iNaturalist,Observations,10336592,Amelia Ryan,2018-11-03T00:34:51,CC_BY_NC_4_0,adlu,adlu,2023-09-21T13:34:25.972Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2018,3,17,Saturday,Spring,Plantae
1837766003,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/10593164,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,Aneides lugubris,SPECIES,"Aneides lugubris (Hallowell, 1849)",Aneides lugubris,US,California,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.509669,-121.752442,17418.0,2018-01-26 15:33:00,26,1,2018,2431711,2431711.0,HUMAN_OBSERVATION,iNaturalist,Observations,10593164,Randy Kochevar,2018-04-03T16:15:07,CC_BY_NC_4_0,Randy Kochevar,Randy Kochevar,2023-09-21T13:34:32.172Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2018,1,26,Friday,Winter,Animalia
1838058770,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/10810847,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Xanthium,Xanthium strumarium,SPECIES,Xanthium strumarium L.,Xanthium strumarium,BW,North-West,PRESENT,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-19.990547,23.42992,100.0,2018-04-11 13:44:00,11,4,2018,3089154,3089154.0,HUMAN_OBSERVATION,iNaturalist,Observations,10810847,Robert Taylor,2018-04-12T14:19:20,CC_BY_4_0,Robert Taylor,Robert Taylor,2023-09-21T13:34:39.440Z,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,2018,4,11,Wednesday,Spring,Plantae
